Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3,87,No,4,4,54.8
8,83,No,9,6,91.9
1,72,Yes,5,9,57.7
2,80,No,4,1,54.0
2,88,Yes,4,8,72.2
3,49,Yes,4,1,59.3
6,57,No,9,1,59.8
1,58,No,8,4,50.1
2,46,Yes,4,7,48.5
1,96,Yes,8,5,67.3
5,58,Yes,8,8,77.9
7,63,Yes,6,5,75.6
8,54,No,5,4,64.6
1,80,Yes,4,0,51.1
7,81,No,4,7,81.9
5,62,Yes,4,2,63.1
1,91,Yes,8,1,63.0
3,91,No,7,6,67.6
7,43,No,5,1,48.9
1,77,No,9,0,45.7
7,43,No,4,1,53.6
5,44,No,7,5,62.3
1,80,Yes,7,1,56.3
1,83,Yes,7,0,43.1
1,62,Yes,5,0,35.2
9,79,No,7,3,83.0
3,92,No,9,7,80.9
5,76,No,4,5,65.4
9,50,Yes,9,3,81.6
6,94,No,4,5,65.1
9,50,Yes,6,5,72.5
8,52,Yes,8,8,86.9
8,53,Yes,7,3,70.4
1,99,No,9,5,62.6
9,47,Yes,8,9,87.2
6,64,Yes,8,0,62.3
9,57,Yes,8,6,79.0
3,90,No,8,6,62.6
3,83,Yes,8,0,62.2
6,83,No,4,7,68.8
9,57,No,5,4,80.5
7,49,Yes,7,8,64.7
3,46,Yes,7,7,56.7
3,99,No,4,2,63.9
2,89,Yes,9,0,54.0
9,83,No,4,2,71.2
3,53,No,8,1,50.0
5,54,No,5,1,43.8
9,55,Yes,7,3,82.6
8,41,No,9,1,60.2
2,69,No,6,7,55.5
3,69,Yes,4,4,63.2
2,57,Yes,6,0,36.5
8,70,No,7,5,85.1
6,83,No,4,6,67.3
6,87,No,7,0,72.6
9,52,Yes,4,2,74.6
8,59,No,9,8,80.6
4,88,No,7,6,71.2
4,89,Yes,6,3,66.2
9,74,Yes,5,5,77.7
1,62,No,9,5,52.2
2,81,Yes,9,2,64.4
2,72,No,4,1,46.7
6,77,No,6,4,71.3
4,74,Yes,7,7,67.4
3,90,No,6,2,54.1
3,75,No,9,4,70.8
3,59,Yes,4,2,40.4
6,94,No,6,6,78.8
8,42,Yes,7,5,72.1
7,47,No,8,5,72.9
4,79,Yes,9,0,62.2
4,98,Yes,5,1,67.1
2,71,Yes,5,5,53.5
1,68,Yes,9,7,69.9
9,46,Yes,8,4,79.8
2,41,Yes,4,1,29.4
8,60,No,6,4,72.3
9,45,No,6,8,73.9
4,67,Yes,8,5,67.4
8,87,No,8,4,78.8
9,81,Yes,7,9,85.6
5,75,Yes,7,5,65.5
7,71,No,5,8,73.6
4,84,Yes,4,6,66.1
1,81,No,4,9,48.2
3,92,Yes,8,2,67.9
5,85,Yes,5,9,73.0
3,48,No,5,9,55.0
7,50,Yes,7,4,60.1
9,62,Yes,6,3,65.4
6,89,Yes,4,4,73.4
1,50,No,5,7,44.0
7,88,No,7,5,80.7
3,41,No,7,3,51.4
5,42,No,7,4,56.3
4,50,No,6,6,64.9
5,89,Yes,5,7,76.1
5,98,No,8,4,73.1
6,74,No,8,1,66.9
6,97,Yes,7,5,92.6
8,54,Yes,7,8,73.5
8,82,No,6,2,80.8
9,50,Yes,7,6,79.4
8,70,Yes,9,7,84.3
2,67,Yes,5,5,61.8
1,67,No,7,2,38.8
2,71,Yes,7,0,52.2
2,64,Yes,5,2,46.2
3,59,No,4,5,55.7
7,67,Yes,9,3,75.5
2,64,Yes,9,0,54.6
1,50,No,8,5,45.7
6,58,No,7,0,52.5
9,67,No,5,7,79.4
3,40,Yes,8,2,46.4
6,98,No,6,2,75.0
3,44,No,4,0,37.5
1,49,Yes,7,2,40.7
5,81,Yes,4,6,74.3
4,85,Yes,7,9,90.6
7,73,Yes,7,7,77.6
6,75,Yes,7,7,83.5
7,41,No,4,2,47.5
5,57,No,9,4,57.1
4,52,No,6,0,51.0
7,90,Yes,9,8,88.5
7,44,No,5,7,63.5
6,59,Yes,5,9,69.1
8,41,Yes,9,1,75.0
4,50,No,6,9,60.9
5,69,No,6,0,48.6
4,71,Yes,7,3,57.6
1,71,Yes,7,8,72.0
8,97,No,5,7,87.2
1,89,No,7,2,53.2
5,77,Yes,7,9,87.2
6,94,Yes,6,5,87.0
6,67,Yes,4,8,68.4
5,49,Yes,9,9,67.6
3,61,No,8,7,58.1
5,94,No,8,9,83.5
8,56,Yes,7,4,76.1
2,61,Yes,7,8,60.5
6,82,No,9,8,81.8
9,58,Yes,8,2,73.7
8,56,Yes,6,7,73.6
8,63,Yes,8,3,82.0
8,75,Yes,8,9,87.5
7,71,Yes,8,6,80.0
8,97,Yes,7,9,100.0
6,95,No,7,7,86.9
2,97,Yes,9,6,72.4
2,85,No,8,4,66.5
8,98,No,7,0,88.4
1,91,No,9,7,76.4
6,75,Yes,8,4,61.6
6,67,Yes,6,2,63.4
4,53,Yes,7,1,47.4
3,97,No,4,2,62.1
3,75,No,9,8,75.3
1,45,Yes,7,1,31.3
3,48,Yes,6,9,64.0
4,60,No,6,0,46.9
5,51,No,7,1,49.1
3,97,No,5,1,61.4
6,69,Yes,9,4,72.4
5,70,No,8,0,63.2
3,79,No,8,9,70.1
6,95,No,6,7,88.7
6,43,Yes,7,1,53.6
8,70,Yes,5,5,64.6
2,66,Yes,9,4,53.9
1,97,No,4,1,49.8
4,96,No,8,9,84.2
7,64,No,9,0,63.1
3,44,No,9,5,48.1
3,45,Yes,5,5,57.9
5,44,No,9,2,59.6
5,90,No,8,7,73.5
3,66,Yes,7,8,62.2
9,47,No,8,2,67.9
4,48,No,4,8,54.4
3,54,No,7,7,42.9
2,75,Yes,6,4,53.4
9,96,No,5,5,91.1
4,80,Yes,8,0,61.6
3,46,No,7,4,42.7
7,71,Yes,9,9,84.6
8,47,Yes,7,9,77.2
2,86,Yes,8,6,81.2
7,90,No,6,0,69.7
5,54,No,8,9,65.5
5,76,Yes,6,8,84.9
3,58,Yes,9,6,65.1
5,78,No,8,3,62.7
2,45,Yes,7,3,44.6
4,98,No,4,9,76.2
6,58,No,4,6,64.9
1,96,Yes,9,5,62.1
4,67,Yes,7,2,52.3
6,56,No,4,8,64.1
9,81,No,9,5,83.0
2,58,No,6,1,46.3
7,70,Yes,7,9,78.9
6,50,No,6,1,64.0
2,54,Yes,7,0,41.3
8,49,Yes,6,4,68.3
7,82,No,6,9,86.1
5,62,Yes,4,5,60.9
5,42,Yes,7,2,57.7
7,42,Yes,8,3,63.0
9,57,Yes,4,4,68.7
9,64,No,6,3,65.3
9,82,No,6,8,91.3
6,59,Yes,8,2,68.2
6,97,Yes,8,4,76.5
3,68,Yes,6,6,59.8
1,61,Yes,8,6,59.7
7,89,Yes,5,5,76.3
4,96,No,4,8,70.1
1,54,No,7,6,46.8
8,78,No,8,3,83.8
6,49,No,8,9,75.2
6,60,Yes,5,8,78.1
2,94,Yes,7,5,63.1
1,91,No,5,0,44.1
2,68,No,7,8,59.8
4,71,No,4,6,58.9
2,49,Yes,8,5,47.7
1,52,Yes,4,5,45.7
7,86,Yes,7,3,70.3
8,62,No,8,3,71.5
6,89,No,5,2,76.4
4,62,Yes,6,7,65.2
6,70,Yes,5,7,69.3
3,43,Yes,6,1,35.3
8,91,No,5,4,81.7
2,88,Yes,7,8,80.4
5,99,Yes,4,8,83.2
1,42,No,6,6,39.6
6,60,Yes,7,3,60.7
2,92,Yes,4,3,51.4
4,41,Yes,4,9,58.8
6,43,Yes,8,6,57.2
8,40,No,8,2,64.6
8,54,Yes,8,2,71.7
6,96,No,6,4,75.3
4,72,Yes,6,5,68.0
8,45,No,4,7,66.9
8,46,Yes,6,0,61.6
1,58,Yes,4,6,52.2
4,83,No,7,7,70.4
4,40,Yes,5,4,42.0
7,78,Yes,4,9,94.0
7,58,No,4,1,54.6
8,84,Yes,7,3,79.0
5,65,Yes,8,5,70.7
7,83,Yes,9,8,89.2
8,51,Yes,8,1,59.1
9,61,Yes,8,3,70.9
3,52,No,4,9,50.8
3,67,No,4,4,53.1
4,53,Yes,6,7,57.7
5,61,Yes,6,7,72.6
1,69,No,5,1,39.8
7,83,No,5,5,74.8
9,59,No,9,5,78.9
8,83,No,6,4,73.0
5,66,No,4,7,70.3
4,77,No,7,9,74.9
7,98,Yes,6,1,76.8
5,81,Yes,4,1,58.3
7,91,Yes,6,6,82.2
1,95,Yes,8,8,66.7
1,80,Yes,6,2,44.8
3,73,No,9,6,58.5
2,78,No,8,2,59.5
2,80,No,4,5,51.2
7,96,No,8,2,73.5
2,83,No,6,0,55.6
4,76,No,8,5,66.7
2,40,Yes,9,2,37.6
6,93,Yes,7,0,74.6
8,54,No,8,4,76.9
4,71,Yes,9,7,76.3
5,47,No,8,7,63.0
4,72,Yes,5,7,69.6
3,57,No,7,2,53.8
5,84,No,4,7,79.7
9,68,Yes,9,3,76.4
8,71,No,8,7,82.5
8,72,Yes,7,2,77.3
8,44,Yes,4,2,59.5
8,57,No,7,0,63.9
7,87,No,9,7,97.8
8,97,No,5,7,87.0
8,49,Yes,9,8,73.0
8,75,Yes,9,5,93.8
7,72,No,4,1,70.1
1,62,No,4,0,37.0
4,79,No,8,7,69.1
4,44,No,6,9,62.9
5,73,No,9,3,66.4
6,63,No,4,6,62.7
4,56,No,9,9,64.5
2,70,Yes,9,3,57.4
6,46,Yes,4,0,51.1
8,56,No,5,7,72.7
8,67,No,5,9,84.7
7,77,Yes,9,8,86.7
6,61,No,5,9,68.8
2,54,Yes,9,8,63.0
7,76,Yes,8,8,86.3
5,54,No,4,3,58.5
6,89,Yes,9,8,87.4
8,89,Yes,5,3,77.6
8,64,No,5,1,62.3
3,92,No,7,9,73.7
7,60,Yes,7,2,62.8
1,94,No,5,1,42.4
1,77,Yes,8,0,43.5
7,41,Yes,6,5,62.3
9,66,Yes,9,3,73.9
7,88,Yes,7,6,88.0
5,71,Yes,9,6,76.2
8,60,Yes,7,9,80.2
2,43,No,4,0,29.9
9,83,No,4,8,85.7
6,58,No,5,7,56.7
9,41,No,4,9,74.1
2,65,Yes,4,0,39.0
3,73,Yes,6,7,60.8
8,53,Yes,8,4,75.6
1,54,Yes,5,0,36.8
7,59,Yes,6,3,70.7
7,73,No,5,6,72.6
1,75,No,8,4,54.6
9,58,No,5,2,70.2
8,48,Yes,9,3,78.1
4,46,Yes,9,1,49.3
5,69,No,9,7,73.8
2,52,Yes,4,1,41.7
9,66,Yes,8,5,85.7
6,83,No,6,6,72.6
3,74,Yes,6,6,63.5
7,52,No,7,0,58.6
9,54,No,6,7,77.0
3,85,No,9,8,83.6
2,95,No,9,6,69.0
7,48,Yes,7,7,67.2
7,84,Yes,4,3,75.5
4,62,Yes,6,7,60.1
9,93,No,8,2,82.4
8,75,Yes,7,0,71.9
1,92,No,6,7,63.1
1,79,Yes,4,5,53.8
5,42,Yes,8,8,62.5
6,73,No,8,2,68.0
3,58,Yes,4,7,67.6
9,67,No,6,8,87.4
6,62,No,5,8,60.1
4,79,Yes,6,6,67.6
7,88,Yes,7,9,93.9
8,84,Yes,7,2,71.6
9,46,Yes,6,2,53.8
6,80,No,9,1,64.9
6,51,No,7,0,47.9
8,53,Yes,5,1,69.9
5,85,Yes,9,4,77.8
3,54,Yes,5,0,41.9
3,42,No,8,9,55.7
6,54,Yes,7,3,64.4
2,90,No,9,9,75.5
6,63,Yes,6,9,78.4
6,91,Yes,9,0,75.5
8,85,No,8,9,97.2
7,47,No,5,7,65.0
8,44,Yes,8,4,72.5
9,90,No,4,9,93.3
6,43,No,7,3,55.7
3,53,Yes,6,2,45.7
3,55,No,5,8,55.7
1,59,No,8,5,48.9
5,63,Yes,6,0,60.1
4,45,Yes,7,7,60.7
9,94,No,6,9,91.6
9,96,Yes,7,1,77.7
5,70,No,7,8,66.3
4,45,No,7,6,51.1
7,74,No,8,2,72.4
6,54,Yes,7,3,59.0
4,68,No,6,2,60.3
2,42,No,4,5,33.7
1,50,No,6,8,51.8
4,42,Yes,8,9,54.5
4,67,Yes,7,8,64.7
1,49,Yes,4,0,27.1
6,89,No,8,9,81.6
4,72,No,5,5,57.1
1,87,Yes,5,0,52.7
1,55,No,5,3,42.6
1,98,No,4,6,55.7
8,49,No,6,3,61.6
8,72,No,4,8,81.1
2,75,Yes,4,9,63.1
7,42,Yes,4,4,66.2
8,44,Yes,5,8,74.0
8,51,No,9,0,57.6
7,96,No,6,3,74.1
5,83,Yes,9,6,74.4
1,52,Yes,9,1,39.3
9,63,Yes,4,8,81.8
7,83,No,6,2,69.5
2,96,Yes,9,3,65.6
6,71,No,7,3,68.8
2,55,Yes,4,7,53.7
1,71,No,4,1,32.0
7,84,No,4,4,65.7
2,76,Yes,7,1,48.0
2,95,No,7,5,61.5
5,75,No,5,8,67.8
5,60,Yes,8,8,70.5
7,86,Yes,6,0,72.7
1,51,Yes,8,3,39.3
8,90,No,4,3,72.2
3,60,No,9,0,40.1
4,99,Yes,4,9,76.0
9,90,Yes,9,1,85.0
4,60,No,5,5,51.0
5,82,Yes,8,9,78.1
7,92,Yes,4,2,71.7
4,45,No,8,8,61.2
1,48,No,5,2,29.6
9,40,Yes,8,2,71.6
4,51,No,9,8,59.7
9,97,No,6,2,81.2
6,53,Yes,5,5,68.5
1,45,Yes,8,5,49.4
3,40,Yes,4,0,34.8
2,61,No,7,6,55.8
9,73,Yes,7,8,83.9
1,95,No,5,8,74.0
9,50,Yes,7,8,74.9
9,42,No,6,1,60.3
8,81,No,5,0,73.5
8,45,Yes,4,5,66.3
1,45,No,4,5,37.2
8,59,Yes,5,3,73.7
3,60,Yes,7,7,65.1
7,41,No,7,4,57.0
1,65,No,4,6,55.2
1,70,No,6,8,52.8
5,65,Yes,9,0,68.1
5,95,Yes,7,8,88.0
8,71,Yes,6,3,72.4
7,49,Yes,7,6,64.5
8,62,Yes,9,3,76.1
6,97,Yes,5,3,73.2
6,45,No,8,3,57.5
2,62,Yes,4,5,54.6
6,67,Yes,5,4,70.7
5,88,Yes,7,1,75.1
3,69,Yes,9,8,65.5
6,53,No,4,5,59.4
8,76,No,8,9,81.3
9,94,No,8,5,91.1
1,71,Yes,9,8,56.6
3,88,Yes,9,0,72.8
3,73,Yes,7,6,71.7
8,80,No,4,2,62.3
1,83,Yes,7,3,53.1
5,90,Yes,8,0,72.1
3,61,No,5,2,47.6
2,70,No,5,6,54.6
8,46,Yes,6,5,69.7
3,80,No,8,0,58.8
7,60,Yes,8,8,89.5
1,55,Yes,7,3,39.3
6,59,No,6,6,64.6
3,82,Yes,9,3,56.8
8,83,No,6,6,81.9
6,86,No,4,4,77.6
2,89,Yes,7,0,58.5
6,58,No,9,3,67.6
7,87,Yes,9,2,80.7
5,71,Yes,5,5,62.8
3,54,No,4,5,40.4
4,44,No,6,0,47.9
4,50,No,5,1,41.3
6,54,Yes,8,1,58.7
1,68,Yes,7,9,52.4
4,89,Yes,6,3,64.4
4,84,Yes,8,8,79.3
1,43,Yes,9,1,40.9
9,88,Yes,6,7,100.0
4,75,Yes,5,0,53.2
7,87,No,4,7,78.8
3,62,Yes,5,2,57.4
3,54,Yes,7,4,59.5
8,85,No,7,0,65.5
8,83,Yes,6,0,80.4
1,42,Yes,5,5,32.8
2,71,No,4,2,47.8
8,49,Yes,9,7,81.9
1,79,No,7,3,52.5
8,77,Yes,4,5,75.9
8,61,Yes,8,9,83.2
2,53,No,6,8,40.8
4,56,No,4,7,57.2
6,60,Yes,6,3,63.2
9,90,Yes,8,9,100.0
8,87,No,4,7,81.4
8,54,Yes,4,6,68.0
7,97,No,9,4,82.2
9,54,No,8,6,72.9
2,40,No,5,6,40.2
3,63,Yes,4,9,57.5
8,94,Yes,9,1,87.2
6,94,Yes,4,6,81.6
9,51,No,9,2,62.1
4,49,Yes,7,7,61.6
8,85,No,5,7,89.1
3,81,No,4,8,70.2
3,81,Yes,8,3,58.7
8,91,Yes,6,9,100.0
5,70,No,8,2,58.9
3,50,Yes,5,8,57.1
1,93,No,7,8,65.4
3,55,Yes,7,1,42.0
9,48,No,7,5,67.3
5,86,Yes,9,2,78.6
2,53,No,8,4,54.6
7,58,Yes,6,1,65.1
2,70,No,6,3,48.9
4,48,No,9,2,59.7
7,75,No,4,1,67.4
4,92,No,9,5,73.7
7,78,No,6,2,58.9
7,93,No,6,3,81.0
1,65,Yes,4,5,54.7
6,47,No,8,4,61.9
9,63,No,8,3,65.1
2,47,Yes,5,3,43.3
3,58,Yes,8,1,61.6
5,86,No,7,9,79.6
9,87,Yes,7,3,95.6
4,69,Yes,5,7,69.6
1,97,No,6,4,59.5
4,61,No,5,9,70.9
6,94,Yes,4,9,82.6
5,48,Yes,5,7,55.0
1,97,Yes,5,5,56.7
4,97,Yes,9,9,88.3
6,83,Yes,7,4,77.9
4,87,Yes,4,3,60.4
9,43,No,9,9,86.3
5,76,Yes,4,8,73.3
8,47,No,5,9,76.4
9,40,No,9,4,65.6
5,67,Yes,9,9,77.9
6,45,No,4,5,46.2
1,86,Yes,4,6,57.5
7,75,No,8,0,67.6
4,92,Yes,4,8,73.0
2,50,No,9,7,54.2
5,44,Yes,6,4,56.3
3,89,No,4,2,53.4
6,63,Yes,7,4,66.4
8,86,No,8,4,78.7
7,57,No,7,8,69.1
3,59,No,7,6,62.7
8,67,Yes,6,1,61.6
2,52,Yes,8,4,55.1
9,44,Yes,5,8,68.8
4,69,Yes,9,1,67.7
1,40,Yes,9,7,52.9
8,61,No,4,2,60.5
7,57,Yes,9,3,74.5
5,85,Yes,6,1,70.9
5,44,No,9,8,67.5
7,70,Yes,6,5,76.9
5,45,Yes,5,8,63.1
8,66,Yes,6,7,87.5
6,95,Yes,5,8,85.4
5,64,Yes,5,4,62.2
9,68,Yes,5,5,83.5
2,67,No,6,6,53.2
1,55,Yes,5,4,49.5
8,93,Yes,6,0,81.7
3,92,Yes,8,8,92.5
7,51,No,5,1,53.8
8,59,No,6,6,75.6
6,57,No,6,7,69.1
9,73,No,6,7,87.8
7,94,Yes,4,0,70.7
5,92,No,4,9,80.6
8,62,Yes,5,6,76.0
2,84,Yes,9,8,77.4
7,66,Yes,8,2,60.3
4,88,No,9,7,75.5
9,56,Yes,5,7,89.0
1,87,No,7,8,72.5
7,60,Yes,7,7,77.5
6,89,No,8,4,79.6
8,79,No,8,4,82.2
5,70,Yes,8,2,67.7
1,42,Yes,4,5,34.9
1,56,Yes,4,9,49.6
9,89,No,7,2,78.3
6,97,No,8,1,71.6
5,65,No,6,6,72.4
1,62,Yes,9,9,57.0
6,45,No,7,2,63.3
6,67,Yes,8,3,70.8
3,47,No,6,9,50.5
8,94,No,8,7,88.8
1,97,No,5,0,52.0
1,84,Yes,6,8,58.6
6,47,Yes,9,5,64.6
1,58,Yes,5,1,33.5
6,77,No,4,2,65.0
1,68,No,7,4,43.6
6,62,No,8,5,60.3
3,86,No,7,8,78.7
8,71,Yes,9,1,73.4
6,49,No,8,4,58.6
1,66,No,5,6,51.8
5,88,Yes,6,6,76.6
8,40,Yes,6,3,57.9
3,78,Yes,8,2,57.6
6,68,No,5,7,73.3
5,98,Yes,8,1,68.9
6,84,No,8,4,74.4
1,42,Yes,8,9,61.6
7,90,No,6,4,76.0
9,86,No,9,0,85.6
2,76,No,8,6,56.4
5,70,No,6,3,61.4
4,50,No,4,9,64.2
6,61,No,5,1,52.0
6,57,Yes,4,7,76.4
2,74,No,8,3,54.3
2,45,No,6,0,28.2
4,42,No,5,7,57.3
1,44,No,7,6,51.5
9,48,Yes,5,2,59.0
7,67,No,5,2,65.0
7,58,No,8,6,68.3
3,67,Yes,4,1,43.2
3,66,No,4,4,46.5
1,52,Yes,7,6,50.9
3,77,No,8,5,69.8
3,82,No,5,9,68.5
4,92,Yes,9,6,81.4
4,60,Yes,4,1,46.2
3,66,Yes,4,6,57.3
8,85,No,6,1,68.7
8,45,Yes,5,6,59.4
1,77,Yes,8,7,60.7
7,88,No,4,9,89.3
2,50,No,8,7,40.5
1,86,No,5,4,58.9
3,80,Yes,5,6,66.6
4,92,No,4,7,70.1
6,56,Yes,7,3,60.3
5,95,Yes,8,1,74.9
4,78,Yes,8,6,79.2
8,46,Yes,6,0,59.7
4,69,No,5,1,50.0
2,60,No,5,9,70.0
3,40,Yes,4,6,47.9
6,64,Yes,4,9,65.4
8,71,No,4,0,64.0
8,98,No,6,6,85.3
9,96,Yes,7,4,89.6
7,47,Yes,4,2,62.7
2,44,Yes,4,1,40.0
8,69,Yes,9,6,75.3
7,90,Yes,4,8,76.9
8,47,No,6,8,72.5
3,88,Yes,8,9,83.6
7,58,No,7,9,65.0
9,83,Yes,8,7,98.6
3,98,No,9,1,77.5
6,94,Yes,5,0,75.0
2,69,No,5,7,52.1
2,54,No,4,1,39.8
5,75,Yes,9,3,71.2
5,94,Yes,8,3,85.0
7,83,No,6,1,74.4
2,66,No,7,3,45.4
7,52,No,8,6,72.2
5,53,Yes,9,5,61.1
6,76,No,9,9,88.1
8,93,Yes,8,5,88.9
4,87,Yes,7,3,68.1
7,69,Yes,8,1,69.9
6,78,Yes,8,4,72.4
2,86,Yes,7,2,59.4
8,52,Yes,6,2,67.1
9,97,No,9,3,88.4
5,55,No,7,4,59.1
4,83,Yes,4,1,54.5
6,46,No,4,5,49.2
8,87,No,4,5,78.6
3,94,Yes,4,7,76.2
1,94,No,5,1,55.5
4,66,Yes,6,7,71.0
4,84,Yes,5,7,77.1
1,94,Yes,8,3,63.0
9,74,Yes,8,6,85.4
3,54,No,7,6,53.3
5,67,No,4,0,49.7
6,74,Yes,7,0,60.8
8,46,No,8,7,75.4
6,89,Yes,4,0,62.5
3,85,Yes,9,2,55.8
6,89,No,6,5,80.9
1,90,No,8,7,68.1
4,85,Yes,9,4,63.9
6,59,No,7,4,59.9
7,71,Yes,9,3,74.9
3,77,Yes,7,3,60.8
9,79,No,8,6,97.6
7,71,Yes,5,5,68.6
1,65,No,6,7,47.4
2,97,Yes,9,5,78.7
1,78,Yes,9,9,68.3
9,59,Yes,8,6,88.0
9,57,Yes,8,9,86.0
7,89,Yes,7,9,97.7
3,54,No,4,4,44.7
5,91,Yes,4,5,72.3
4,61,No,4,0,39.2
7,90,No,7,2,83.6
9,61,No,4,7,72.1
2,92,Yes,8,2,56.4
8,60,No,5,0,67.6
9,41,No,5,2,62.7
9,79,No,5,3,84.5
7,92,Yes,4,7,80.7
9,82,Yes,5,8,93.8
9,57,Yes,9,3,83.8
3,62,Yes,4,6,50.6
4,52,No,9,0,49.9
2,80,Yes,8,8,67.7
3,48,No,9,3,47.2
5,88,Yes,8,8,79.6
5,46,No,7,2,52.5
6,80,Yes,7,4,73.3
7,93,Yes,9,0,73.6
7,40,Yes,6,2,63.6
1,41,Yes,8,4,43.2
2,43,No,4,5,32.4
9,53,Yes,6,7,75.3
2,71,Yes,8,0,43.0
6,75,Yes,4,2,60.9
1,41,No,8,0,33.7
3,79,Yes,8,4,68.2
2,89,Yes,4,7,69.8
3,90,No,8,3,61.4
5,53,No,8,8,64.9
6,59,No,8,5,68.8
9,64,Yes,7,5,84.9
4,81,No,5,4,61.2
7,88,Yes,8,9,95.9
6,47,No,4,4,51.0
2,67,Yes,9,6,51.6
8,85,No,8,7,92.5
7,60,No,7,6,73.8
7,62,No,7,0,59.3
8,71,Yes,9,0,73.8
1,47,No,8,9,58.1
1,70,Yes,6,5,53.5
8,76,No,9,2,61.4
4,55,No,5,8,49.3
5,79,No,4,6,73.8
8,81,Yes,4,1,74.4
5,66,Yes,4,2,62.6
4,79,Yes,4,7,76.0
6,80,No,7,0,70.6
5,57,Yes,5,4,51.8
7,74,Yes,8,9,86.1
7,88,No,8,0,67.3
4,91,No,6,8,76.2
5,54,Yes,8,6,59.3
3,92,Yes,5,4,66.0
4,66,No,8,5,53.8
4,56,Yes,7,2,52.2
3,79,No,9,2,66.9
5,41,No,8,6,54.5
5,88,Yes,4,6,70.2
7,89,Yes,4,6,81.7
4,70,No,9,1,58.4
4,76,Yes,4,1,57.0
9,80,No,4,4,73.5
6,80,Yes,7,3,69.5
4,73,No,7,6,66.0
2,73,Yes,7,2,58.6
6,90,Yes,8,4,76.3
2,94,No,9,1,59.1
5,98,Yes,4,0,56.0
6,42,No,6,8,60.6
4,56,Yes,9,3,59.9
3,53,Yes,6,7,62.1
7,53,Yes,4,6,62.8
2,85,Yes,5,0,52.4
6,77,No,9,9,84.7
4,74,No,8,6,58.6
6,40,Yes,6,1,44.7
4,87,No,9,2,68.8
4,68,No,9,0,55.0
4,43,Yes,7,6,57.2
9,72,No,5,2,67.2
7,56,No,7,5,60.2
3,67,Yes,5,6,62.2
3,89,Yes,5,2,61.4
6,65,Yes,8,1,54.3
6,47,Yes,9,8,71.8
4,73,No,7,8,78.6
9,98,Yes,7,6,99.2
4,57,No,6,4,49.3
9,70,No,9,3,79.8
4,98,Yes,4,3,67.2
2,66,No,4,0,47.6
2,55,No,6,3,38.4
5,97,No,5,6,82.3
4,49,Yes,6,4,47.6
7,79,No,6,8,82.8
5,51,Yes,7,3,60.6
6,61,Yes,6,2,67.2
4,55,No,5,5,57.3
2,51,No,4,3,31.8
9,50,Yes,8,1,68.5
7,59,Yes,9,4,75.2
4,90,Yes,6,3,73.4
3,40,Yes,9,4,45.3
3,66,Yes,6,8,60.2
9,42,No,9,3,60.5
5,51,Yes,7,5,61.4
3,69,No,7,3,56.0
5,48,Yes,9,0,55.0
2,92,No,6,1,53.5
4,93,Yes,6,5,72.6
2,76,No,5,7,58.4
2,40,No,4,8,43.8
8,81,Yes,4,3,66.2
1,88,No,8,5,55.9
7,43,Yes,4,2,57.4
5,54,Yes,8,8,67.9
8,90,No,7,7,86.0
1,66,No,8,0,48.2
7,47,Yes,8,1,65.7
5,99,Yes,4,9,80.4
4,99,Yes,6,8,89.1
7,62,No,7,9,76.8
2,54,No,5,2,44.1
1,66,Yes,8,2,48.7
1,70,No,8,9,58.3
1,78,No,9,8,68.2
5,86,No,8,2,63.4
7,47,Yes,6,9,72.5
2,69,Yes,5,4,53.1
8,97,No,9,5,88.4
4,94,No,4,2,54.8
3,81,Yes,7,9,76.9
8,57,No,6,7,78.4
2,43,Yes,5,1,37.5
3,86,Yes,7,5,64.6
3,82,Yes,4,1,65.1
1,61,Yes,7,8,56.2
6,42,Yes,9,5,63.1
2,54,Yes,8,8,45.0
1,74,Yes,8,3,47.9
2,86,No,6,2,60.2
6,77,Yes,7,1,83.8
4,72,No,8,7,75.2
6,53,No,6,3,52.0
9,87,No,6,1,79.7
8,40,Yes,9,8,74.6
1,92,No,6,7,61.5
8,88,Yes,4,4,73.7
9,65,Yes,8,7,89.1
6,47,No,8,4,53.5
5,89,No,5,6,61.1
6,55,No,4,4,55.0
6,77,No,8,4,59.0
9,49,Yes,9,3,69.6
4,81,No,8,4,69.4
2,76,No,5,6,62.6
9,65,No,7,2,75.2
2,67,No,7,3,49.1
9,51,No,4,7,69.2
2,59,Yes,6,5,48.0
8,88,Yes,5,7,95.1
9,53,Yes,5,1,58.9
9,85,No,8,8,94.1
9,74,No,9,6,89.6
2,68,Yes,8,4,47.3
4,51,Yes,9,6,50.8
7,91,Yes,5,1,76.4
2,57,Yes,6,3,40.5
1,83,No,7,6,60.7
3,41,No,4,1,30.5
4,41,No,9,7,59.2
8,98,Yes,7,9,100.0
6,56,Yes,4,9,75.4
2,49,Yes,6,4,48.8
9,57,No,5,4,70.9
2,61,No,6,7,63.1
5,58,Yes,9,0,52.3
4,97,No,5,5,70.6
7,92,Yes,8,1,82.9
8,40,Yes,4,0,39.7
5,63,Yes,8,6,77.3
5,75,No,5,3,60.2
2,64,Yes,4,0,43.7
8,75,Yes,4,9,82.5
2,70,No,8,5,59.2
6,70,Yes,4,9,77.3
8,41,Yes,5,5,59.3
6,58,No,9,2,59.5
4,92,Yes,9,5,79.8
4,51,Yes,5,9,70.3
